24.9,73.4,1.4,0.0,0.0,0.0,0.3,100.0,0.5
12.9,33.6,41.2,11.9,0.4,0.0,0.1,100.0,4.2
20.3,7.4,19.5,24.7,18.3,9.9,0.1,100.0,7.3
30.4,6.3,16.0,16.3,11.1,19.6,0.2,100.0,6.5
40.4,7.2,14.2,13.1,9.7,15.2,0.2,100.0,4.4
48.2,7.7,13.4,10.7,8.0,11.8,0.1,100.0,1.6
54.7,7.7,12.5,8.8,7.3,8.9,0.1,100.0,0.0
55.8,8.7,13.0,7.9,6.7,7.7,0.1,100.0,0.0
59.0,8.6,12.7,6.9,6.2,6.6,0.1,100.0,0.0
63.2,8.4,11.0,5.2,5.7,6.1,0.4,100.0,0.0
69.6,8.6,9.4,3.9,4.3,3.8,0.3,100.0,0.0
78.5,6.3,7.4,2.8,2.6,2.0,0.4,100.0,0.0
81.2,7.1,6.0,1.8,1.8,1.3,0.8,100.0,0.0
25.3,15.5,17.4,13.3,11.4,17.1,0.2,100.0,5.5
48.6,19.3,14.9,8.9,4.6,3.4,0.2,100.0,0.0
41.5,18.1,15.7,10.2,6.7,7.6,0.2,100.0,1.9
44.4,20.9,14.8,8.1,6.0,5.6,0.2,100.0,0.6
54.7,14.6,12.5,6.6,5.0,4.2,2.4,100.0,0.0
23.0,75.3,1.3,0.0,0.0,0.0,0.3,100.0,0.5
7.7,35.5,44.5,11.8,0.4,0.0,0.0,100.0,4.4
9.8,7.0,20.0,31.7,21.8,9.7,0.1,100.0,8.1
12.4,7.0,16.1,21.7,15.4,27.2,0.1,100.0,8.4
17.3,7.3,15.8,20.5,14.1,24.8,0.2,100.0,8.1
21.1,8.2,14.7,17.3,14.1,24.4,0.3,100.0,7.8
26.0,9.9,15.0,15.8,13.5,19.6,0.2,100.0,6.8
29.7,10.9,14.5,14.2,12.6,17.8,0.2,100.0,5.9
30.1,10.8,16.8,13.6,12.2,16.3,0.1,100.0,5.3
29.3,11.3,15.8,12.6,14.2,16.6,0.2,100.0,5.7
32.3,11.9,15.5,10.9,13.2,15.9,0.3,100.0,4.7
45.5,12.7,13.6,7.9,10.0,9.7,0.5,100.0,2.1
49.4,15.0,13.5,7.0,7.6,6.8,0.6,100.0,0.1
12.5,15.9,17.4,16.2,14.4,23.5,0.2,100.0,7.6
26.5,23.4,18.9,14.1,8.7,8.1,0.2,100.0,4.0
21.9,20.9,18.4,14.8,10.6,13.2,0.2,100.0,4.9
21.7,24.3,18.6,13.0,10.8,11.2,0.4,100.0,4.5
29.2,19.3,17.3,11.6,10.2,9.5,3.0,100.0,4.0
