73.9,73.7,73.8,1.0,82.9,80.7,81.9,0.97
72.9,69.4,71.2,0.95,85.6,81.2,83.5,0.95
73.2,70.5,71.9,0.96,84.9,81.1,83.1,0.95
61.4,59.5,60.5,0.97,71.5,70.1,70.8,0.98
54.7,40.1,47.2,0.73,64.8,47.7,56.0,0.74
56.8,45.6,51.2,0.8,66.9,54.1,60.5,0.81
